Suburb;Address;Rooms;Type;Price;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;Regionname
Surrey Hills;9 Empress Rd;3;h;1864000.0;11.2;3127.0;2.0;2.0;1.0;405.0;Southern Metropolitan
Surrey Hills;47 Suffolk Rd;3;h;2200000.0;11.2;3127.0;3.0;2.0;4.0;816.0;Southern Metropolitan
Surrey Hills;16 Banool Rd;3;h;1960000.0;11.2;3127.0;3.0;2.0;2.0;585.0;Southern Metropolitan
Surrey Hills;706 Canterbury Rd;2;h;680000.0;11.2;3127.0;2.0;1.0;1.0;387.0;Southern Metropolitan
Surrey Hills;66 Durham Rd;4;h;1455000.0;11.2;3127.0;4.0;2.0;1.0;494.0;Southern Metropolitan
Surrey Hills;20 Everton Gr;5;h;2630000.0;11.2;3127.0;5.0;3.0;2.0;777.0;Southern Metropolitan
Surrey Hills;15/20 Florence Rd;3;u;880000.0;11.2;3127.0;3.0;1.0;2.0;217.0;Southern Metropolitan
Surrey Hills;14 Verdun St;5;h;1650000.0;11.2;3127.0;5.0;5.0;2.0;693.0;Southern Metropolitan
Surrey Hills;39 Bentley St;3;h;1755000.0;11.2;3127.0;3.0;2.0;2.0;808.0;Southern Metropolitan
Surrey Hills;95 Guildford Rd;4;h;1700000.0;11.2;3127.0;4.0;1.0;1.0;579.0;Southern Metropolitan
Surrey Hills;1/308 Canterbury Rd;2;u;805000.0;11.2;3127.0;2.0;1.0;2.0;297.0;Southern Metropolitan
Surrey Hills;5 Glendale St;5;h;1975000.0;11.2;3127.0;5.0;2.0;2.0;641.0;Southern Metropolitan
Surrey Hills;2/23 Broughton Rd;2;u;610000.0;11.2;3127.0;2.0;1.0;1.0;102.0;Southern Metropolitan
Surrey Hills;54 Croydon Rd;4;h;2003000.0;11.2;3127.0;4.0;2.0;1.0;383.0;Southern Metropolitan
Surrey Hills;3/290 Mont Albert Rd;2;u;831000.0;11.2;3127.0;2.0;1.0;1.0;982.0;Southern Metropolitan
Surrey Hills;53 Broughton Rd;5;h;1350000.0;11.2;3127.0;3.0;2.0;2.0;677.0;Southern Metropolitan
Surrey Hills;5/26 Florence Rd;2;u;550000.0;11.2;3127.0;2.0;1.0;1.0;174.0;Southern Metropolitan
Surrey Hills;3 Olyve Ct;4;h;1850000.0;11.2;3127.0;5.0;2.0;2.0;612.0;Southern Metropolitan
Surrey Hills;212 Union Rd;4;h;2050000.0;11.2;3127.0;3.0;2.0;2.0;949.0;Southern Metropolitan
Surrey Hills;7 Newton St;5;h;2100000.0;11.2;3127.0;5.0;2.0;2.0;1025.0;Southern Metropolitan
Surrey Hills;6 Alandale St;3;h;1150000.0;11.2;3127.0;3.0;2.0;1.0;247.0;Southern Metropolitan
Surrey Hills;2/11 Blackburn St;2;u;823000.0;11.2;3127.0;2.0;1.0;2.0;165.0;Southern Metropolitan
Surrey Hills;61 Durham Rd;5;h;2100000.0;11.2;3127.0;5.0;4.0;3.0;827.0;Southern Metropolitan
Surrey Hills;2/215 Mont Albert Rd;2;t;770500.0;11.2;3127.0;1.0;2.0;1.0;88.0;Southern Metropolitan
Surrey Hills;38 Park Rd;4;h;1250000.0;11.2;3127.0;3.0;2.0;2.0;457.0;Southern Metropolitan
Surrey Hills;7/92 Union Rd;2;u;600000.0;11.2;3127.0;2.0;1.0;1.0;101.0;Southern Metropolitan
Surrey Hills;26 Newton St;4;h;2060000.0;11.2;3127.0;4.0;2.0;2.0;745.0;Southern Metropolitan
Surrey Hills;52 Suffolk Rd;4;h;1750000.0;11.2;3127.0;4.0;2.0;3.0;817.0;Southern Metropolitan
Surrey Hills;42a Essex Rd;4;h;1725000.0;11.2;3127.0;3.0;2.0;2.0;798.0;Southern Metropolitan
Surrey Hills;1/52 Union Rd;2;u;620000.0;11.2;3127.0;2.0;1.0;1.0;96.0;Southern Metropolitan
Surrey Hills;5/402 Whitehorse Rd;2;u;562500.0;11.2;3127.0;2.0;1.0;0.0;0.0;Southern Metropolitan
Surrey Hills;34 Barton St;4;h;1850000.0;11.2;3127.0;3.0;2.0;2.0;632.0;Southern Metropolitan
Surrey Hills;1 Marne St;4;h;2125000.0;11.2;3127.0;4.0;2.0;2.0;702.0;Southern Metropolitan
Surrey Hills;4/5 Middlesex Rd;2;u;656000.0;11.2;3127.0;1.0;1.0;1.0;951.0;Southern Metropolitan
Surrey Hills;16 Pembroke St;4;h;1650000.0;11.2;3127.0;2.0;1.0;0.0;437.0;Southern Metropolitan
Surrey Hills;29 Boisdale St;5;h;1518000.0;11.2;3127.0;5.0;2.0;1.0;632.0;Southern Metropolitan
Surrey Hills;14 Scheele St;3;h;1560000.0;11.2;3127.0;0.0;2.0;1.0;335.0;Southern Metropolitan
Surrey Hills;2A Edyvean St;3;h;1185000.0;11.2;3127.0;3.0;2.0;2.0;267.0;Southern Metropolitan
Surrey Hills;3/5 Florence Rd;3;t;865000.0;11.2;3127.0;3.0;1.0;1.0;217.0;Southern Metropolitan
Surrey Hills;14 Park Rd;3;h;1135000.0;11.2;3127.0;3.0;1.0;2.0;414.0;Southern Metropolitan
Surrey Hills;20 Scottsdale St;4;h;2160000.0;11.2;3127.0;4.0;3.0;4.0;1064.0;Southern Metropolitan
Surrey Hills;3/22 Scottsdale St;2;u;899000.0;11.2;3127.0;2.0;1.0;1.0;226.0;Southern Metropolitan
Surrey Hills;19 Sydenham La;6;h;2000000.0;11.2;3127.0;6.0;3.0;4.0;650.0;Southern Metropolitan
Surrey Hills;17 Weybridge St;3;h;2300000.0;11.2;3127.0;3.0;2.0;1.0;735.0;Southern Metropolitan
Surrey Hills;6/402 Whitehorse Rd;2;u;520000.0;11.2;3127.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Surrey Hills;545 Whitehorse Rd;5;h;2450000.0;11.2;3127.0;5.0;4.0;2.0;1076.0;Southern Metropolitan
Surrey Hills;2/23 Clyde St;2;u;600000.0;11.2;3127.0;2.0;1.0;2.0;124.0;Southern Metropolitan
Surrey Hills;17 Empress Rd;3;h;2180000.0;11.2;3127.0;3.0;1.0;2.0;441.0;Southern Metropolitan
Surrey Hills;39 York St;4;h;2760000.0;11.2;3127.0;4.0;2.0;4.0;924.0;Southern Metropolitan
Surrey Hills;1/10 Florence Rd;2;u;813000.0;11.2;3127.0;2.0;1.0;2.0;108.0;Southern Metropolitan
Surrey Hills;999A Riversdale Rd;3;h;1205000.0;11.2;3127.0;3.0;1.0;2.0;490.0;Southern Metropolitan
Surrey Hills;20 Anderson St;3;h;1251000.0;11.2;3127.0;4.0;2.0;1.0;536.0;Southern Metropolitan
Surrey Hills;5 Boronia St;6;h;1650000.0;11.2;3127.0;4.0;3.0;2.0;713.0;Southern Metropolitan
Surrey Hills;5/35 Durham Rd;2;h;600000.0;11.2;3127.0;2.0;1.0;1.0;163.0;Southern Metropolitan
Surrey Hills;33 Ross St;4;h;1835000.0;11.2;3127.0;4.0;2.0;2.0;619.0;Southern Metropolitan
Surrey Hills;3/4 Wells St;2;u;778500.0;11.2;3127.0;2.0;1.0;1.0;170.0;Southern Metropolitan
Surrey Hills;40 Grovedale Rd;4;h;1751000.0;11.2;3127.0;3.0;1.0;3.0;627.0;Southern Metropolitan
Surrey Hills;2/59 Weybridge St;2;u;694000.0;11.2;3127.0;3.0;1.0;1.0;0.0;Southern Metropolitan
Templestowe Lower;25 Clauscen St;3;h;1150000.0;13.8;3107.0;4.0;2.0;2.0;649.0;Eastern Metropolitan
Templestowe Lower;3 Waratah Dr;4;h;1201000.0;13.8;3107.0;4.0;2.0;2.0;657.0;Eastern Metropolitan
Templestowe Lower;41 Dellfield Dr;4;h;1165000.0;13.8;3107.0;4.0;2.0;4.0;673.0;Eastern Metropolitan
Templestowe Lower;166 MacEdon Rd;3;h;1098000.0;13.8;3107.0;3.0;2.0;1.0;649.0;Eastern Metropolitan
Templestowe Lower;120 Templestowe Rd;3;h;742500.0;13.8;3107.0;3.0;1.0;2.0;313.0;Eastern Metropolitan
Templestowe Lower;6 Boonah Ct;5;h;1050000.0;13.8;3107.0;5.0;3.0;2.0;728.0;Eastern Metropolitan
Templestowe Lower;11 Corroboree Pl;4;h;1257000.0;13.8;3107.0;4.0;3.0;2.0;706.0;Eastern Metropolitan
Templestowe Lower;65 Glenair St;3;h;1101000.0;13.8;3107.0;3.0;2.0;2.0;643.0;Eastern Metropolitan
Templestowe Lower;2/28 Hazel Dr;3;u;641000.0;13.8;3107.0;3.0;1.0;2.0;349.0;Eastern Metropolitan
Templestowe Lower;40 Ironbark Dr;8;h;1150000.0;13.8;3107.0;6.0;4.0;3.0;668.0;Eastern Metropolitan
Templestowe Lower;8 Corroboree Pl;3;h;1200000.0;13.8;3107.0;3.0;1.0;2.0;730.0;Eastern Metropolitan
Templestowe Lower;157 Swanston St;4;h;990000.0;13.8;3107.0;4.0;2.0;2.0;652.0;Eastern Metropolitan
Templestowe Lower;271 High St;4;h;1500000.0;13.8;3107.0;4.0;2.0;2.0;420.0;Eastern Metropolitan
Templestowe Lower;315 Thompsons Rd;3;h;1290000.0;13.8;3107.0;3.0;1.0;2.0;900.0;Eastern Metropolitan
Templestowe Lower;360 Thompsons Rd;4;h;790000.0;13.8;3107.0;4.0;2.0;5.0;671.0;Eastern Metropolitan
Templestowe Lower;40 Dellfield Dr;5;h;950000.0;13.8;3107.0;5.0;3.0;2.0;700.0;Eastern Metropolitan
Templestowe Lower;65 Fyfe Dr;4;h;1421000.0;13.8;3107.0;4.0;2.0;2.0;650.0;Eastern Metropolitan
Templestowe Lower;4 Finn Ct;3;h;1051000.0;13.8;3107.0;3.0;2.0;1.0;962.0;Eastern Metropolitan
Templestowe Lower;36 Howitt Dr;3;h;1065000.0;13.8;3107.0;3.0;1.0;2.0;664.0;Eastern Metropolitan
Templestowe Lower;240 Manningham Rd;4;h;1120000.0;13.8;3107.0;4.0;2.0;2.0;636.0;Eastern Metropolitan
Templestowe Lower;45 Lynnwood Pde;5;h;1710000.0;13.8;3107.0;5.0;2.0;2.0;666.0;Eastern Metropolitan
Templestowe Lower;16 Clauscen St;4;h;1280000.0;13.8;3107.0;4.0;2.0;2.0;681.0;Eastern Metropolitan
Templestowe Lower;39 Hazel Dr;5;h;750000.0;13.8;3107.0;5.0;3.0;4.0;800.0;Eastern Metropolitan
Templestowe Lower;253 Thompsons Rd;4;h;1000000.0;13.8;3107.0;4.0;3.0;2.0;728.0;Eastern Metropolitan
Templestowe Lower;2/47 Parker St;2;t;678000.0;13.8;3107.0;2.0;1.0;1.0;340.0;Eastern Metropolitan
Templestowe Lower;13 Tasker St;3;h;1010000.0;13.8;3107.0;3.0;2.0;2.0;751.0;Eastern Metropolitan
Templestowe Lower;64 Magnolia Ct;4;h;1325000.0;13.8;3107.0;4.0;3.0;2.0;740.0;Eastern Metropolitan
Templestowe Lower;34 Parker St;3;h;1210000.0;13.8;3107.0;3.0;1.0;1.0;794.0;Eastern Metropolitan
Templestowe Lower;1/59 Parker St;3;t;766000.0;13.8;3107.0;3.0;1.0;1.0;226.0;Eastern Metropolitan
Templestowe Lower;42 Glenair St;3;h;982000.0;13.8;3107.0;4.0;2.0;2.0;652.0;Eastern Metropolitan
Templestowe Lower;133 MacEdon Rd;4;h;945000.0;13.8;3107.0;4.0;2.0;2.0;675.0;Eastern Metropolitan
Templestowe Lower;2/27 Ruffey St;3;u;725000.0;13.8;3107.0;3.0;1.0;1.0;465.0;Eastern Metropolitan
Templestowe Lower;1 Beacon Ct;4;h;975000.0;13.8;3107.0;4.0;2.0;2.0;953.0;Eastern Metropolitan
Templestowe Lower;3 Buller Tce;3;h;1211000.0;13.8;3107.0;3.0;2.0;2.0;875.0;Eastern Metropolitan
Templestowe Lower;135 MacEdon Rd;4;h;1100000.0;13.8;3107.0;4.0;2.0;4.0;654.0;Eastern Metropolitan
Templestowe Lower;5 Michael St;3;h;1155000.0;13.8;3107.0;3.0;1.0;1.0;770.0;Eastern Metropolitan
Templestowe Lower;3 Astley St;4;h;920000.0;13.8;3107.0;4.0;2.0;2.0;678.0;Eastern Metropolitan
Templestowe Lower;30 Waratah Dr;3;h;940000.0;13.8;3107.0;3.0;1.0;1.0;661.0;Eastern Metropolitan
Templestowe Lower;9 Esther St;3;h;1053000.0;13.8;3107.0;3.0;1.0;1.0;726.0;Eastern Metropolitan
Templestowe Lower;15 Killarney Rd;3;h;1002000.0;13.8;3107.0;3.0;1.0;2.0;799.0;Eastern Metropolitan
Templestowe Lower;4/45 John St;3;u;755000.0;13.8;3107.0;3.0;1.0;2.0;265.0;Eastern Metropolitan
Templestowe Lower;20 Astley St;4;h;1209000.0;13.8;3107.0;4.0;2.0;2.0;770.0;Eastern Metropolitan
Templestowe Lower;62 Hodgson St;5;h;2080000.0;13.8;3107.0;5.0;4.0;2.0;646.0;Eastern Metropolitan
Templestowe Lower;30 Jeffrey St;3;h;1050000.0;13.8;3107.0;3.0;1.0;2.0;727.0;Eastern Metropolitan
Templestowe Lower;5 MacRobertson St;4;h;1118000.0;13.8;3107.0;4.0;2.0;2.0;705.0;Eastern Metropolitan
Templestowe Lower;31 Sassafras Dr;4;h;1070000.0;13.8;3107.0;4.0;2.0;2.0;637.0;Eastern Metropolitan
Templestowe Lower;208 Templestowe Rd;4;h;903000.0;13.8;3107.0;4.0;1.0;2.0;618.0;Eastern Metropolitan
Templestowe Lower;4 Caroline Dr;3;h;1220000.0;13.8;3107.0;3.0;1.0;2.0;720.0;Eastern Metropolitan
Templestowe Lower;6 Exeter Cl;4;h;1222000.0;13.8;3107.0;4.0;2.0;4.0;732.0;Eastern Metropolitan
Templestowe Lower;205 High St;3;h;2025000.0;13.8;3107.0;3.0;1.0;2.0;796.0;Eastern Metropolitan
Templestowe Lower;26 Horsfall St;4;h;1650000.0;13.8;3107.0;4.0;2.0;2.0;673.0;Eastern Metropolitan
Templestowe Lower;78 Olympus Dr;4;h;1182500.0;13.8;3107.0;4.0;2.0;2.0;650.0;Eastern Metropolitan
Templestowe Lower;132 Templestowe Rd;4;h;1020000.0;13.8;3107.0;4.0;2.0;2.0;652.0;Eastern Metropolitan
Templestowe Lower;22 Hazel Dr;3;h;838000.0;13.8;3107.0;3.0;2.0;1.0;467.0;Eastern Metropolitan
Templestowe Lower;23 Hotham St;3;h;650000.0;13.8;3107.0;3.0;1.0;2.0;327.0;Eastern Metropolitan
Templestowe Lower;49 Howitt Dr;4;h;870000.0;13.8;3107.0;4.0;1.0;2.0;826.0;Eastern Metropolitan
Templestowe Lower;16 Rosa St;3;h;1509000.0;13.8;3107.0;3.0;2.0;2.0;812.0;Eastern Metropolitan
Templestowe Lower;64 MacEdon Rd;4;h;1358500.0;13.8;3107.0;4.0;2.0;2.0;742.0;Eastern Metropolitan
Thornbury;2/305 Rossmoyne St;3;u;510000.0;6.5;3071.0;3.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;4/73 Flinders St;2;u;470000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;10/11 Kemp St;2;u;435000.0;6.5;3071.0;2.0;1.0;1.0;1054.0;Northern Metropolitan
Thornbury;2/6 Kemp St;1;u;517500.0;6.5;3071.0;1.0;1.0;0.0;0.0;Northern Metropolitan
Thornbury;40/337 Station St;1;u;370000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;3/125 Fyffe St;2;t;805000.0;6.5;3071.0;2.0;1.0;2.0;164.0;Northern Metropolitan
Thornbury;184 Raleigh St;4;h;1428888.0;6.5;3071.0;4.0;2.0;1.0;470.0;Northern Metropolitan
Thornbury;40 Wales St;2;h;940000.0;6.5;3071.0;2.0;1.0;1.0;372.0;Northern Metropolitan
Thornbury;6/89 Ballantyne St;1;u;270000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;72 Gooch St;3;t;865000.0;6.5;3071.0;3.0;2.0;2.0;158.0;Northern Metropolitan
Thornbury;19 Hobson St;2;h;700000.0;6.5;3071.0;2.0;1.0;1.0;139.0;Northern Metropolitan
Thornbury;4b Newcastle St;3;t;910000.0;6.5;3071.0;3.0;2.0;1.0;0.0;Northern Metropolitan
Thornbury;52 Gooch St;3;h;1135000.0;6.5;3071.0;3.0;1.0;1.0;294.0;Northern Metropolitan
Thornbury;6/112 Ballantyne St;1;u;260000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;5/1 Clyde St;2;u;505000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;2/54 Pender St;1;u;365000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;178 Clarendon St;3;h;1430000.0;6.5;3071.0;3.0;1.0;3.0;705.0;Northern Metropolitan
Thornbury;1/13 Mansfield St;2;u;525500.0;6.5;3071.0;2.0;1.0;1.0;724.0;Northern Metropolitan
Thornbury;327 Gillies St;3;h;1210000.0;6.5;3071.0;3.0;2.0;2.0;398.0;Northern Metropolitan
Thornbury;4 Kelvin Gr;2;h;944000.0;6.5;3071.0;2.0;1.0;1.0;185.0;Northern Metropolitan
Thornbury;92 Speight St;2;h;970000.0;6.5;3071.0;2.0;1.0;3.0;491.0;Northern Metropolitan
Thornbury;51 Alston St;3;h;887000.0;6.5;3071.0;3.0;2.0;2.0;540.0;Northern Metropolitan
Thornbury;6/75 Pender St;1;u;277500.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;220a Mansfield St;3;h;701000.0;6.5;3071.0;3.0;3.0;2.0;273.0;Northern Metropolitan
Thornbury;296 Gooch St;2;h;740000.0;6.5;3071.0;3.0;1.0;2.0;467.0;Northern Metropolitan
Thornbury;46 Harold St;2;h;1110000.0;6.5;3071.0;2.0;1.0;0.0;288.0;Northern Metropolitan
Thornbury;269 Mansfield St;4;h;795000.0;6.5;3071.0;4.0;2.0;1.0;402.0;Northern Metropolitan
Thornbury;1/219 Raleigh St;1;u;332000.0;6.5;3071.0;1.0;1.0;1.0;612.0;Northern Metropolitan
Thornbury;126 Keon St;3;h;1265000.0;6.5;3071.0;3.0;2.0;2.0;397.0;Northern Metropolitan
Thornbury;111 Smith St;2;h;1085000.0;6.5;3071.0;2.0;1.0;2.0;303.0;Northern Metropolitan
Thornbury;10 Ethel St;3;h;898000.0;6.5;3071.0;3.0;2.0;2.0;210.0;Northern Metropolitan
Thornbury;22 Gooch St;3;h;1235000.0;6.5;3071.0;3.0;3.0;1.0;288.0;Northern Metropolitan
Thornbury;52a Leinster Gr;3;t;910500.0;6.5;3071.0;3.0;2.0;2.0;157.0;Northern Metropolitan
Thornbury;37 Lewis St;3;h;995000.0;6.5;3071.0;2.0;1.0;1.0;327.0;Northern Metropolitan
Thornbury;84 Raleigh St;2;h;760000.0;6.5;3071.0;2.0;1.0;0.0;0.0;Northern Metropolitan
Thornbury;4/305 Rossmoyne St;2;u;505000.0;6.5;3071.0;2.0;1.0;0.0;0.0;Northern Metropolitan
Thornbury;11 Clarendon St;3;h;1400000.0;6.5;3071.0;2.0;2.0;1.0;417.0;Northern Metropolitan
Thornbury;55 Comas Gr;3;h;1200000.0;6.5;3071.0;3.0;2.0;2.0;430.0;Northern Metropolitan
Thornbury;48 Leinster Gr;3;h;920000.0;6.5;3071.0;2.0;1.0;2.0;410.0;Northern Metropolitan
Thornbury;50 Leinster Gr;3;h;1110000.0;6.5;3071.0;3.0;1.0;1.0;562.0;Northern Metropolitan
Thornbury;146 Rossmoyne St;3;h;1200000.0;6.5;3071.0;3.0;2.0;1.0;345.0;Northern Metropolitan
Thornbury;1/295 Rossmoyne St;2;u;560000.0;6.5;3071.0;2.0;1.0;2.0;0.0;Northern Metropolitan
Thornbury;2/2 Dundas St;2;u;450000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;59A Fyffe St;3;h;1190000.0;6.5;3071.0;3.0;1.0;0.0;0.0;Northern Metropolitan
Thornbury;39 Keon St;3;h;1020000.0;6.5;3071.0;3.0;1.0;1.0;366.0;Northern Metropolitan
Thornbury;33 Wales St;3;h;1245000.0;6.5;3071.0;3.0;1.0;1.0;409.0;Northern Metropolitan
Thornbury;4/77 Pender St;2;u;350000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;6/267 Rossmoyne St;2;u;571750.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;314A Gillies St;2;h;874000.0;6.5;3071.0;2.0;1.0;2.0;333.0;Northern Metropolitan
Thornbury;152 Gooch St;3;h;1427000.0;6.5;3071.0;3.0;1.0;1.0;275.0;Northern Metropolitan
Thornbury;8/14 Hutton St;1;u;295000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;3/57 Pender St;1;u;383000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;36 Rossmoyne St;2;h;1164000.0;6.5;3071.0;2.0;2.0;0.0;206.0;Northern Metropolitan
Thornbury;2/143 Smith St;1;u;315000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;8/89 Ballantyne St;1;u;245000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;144 Clarendon St;3;h;1290000.0;6.5;3071.0;3.0;1.0;2.0;435.0;Northern Metropolitan
Thornbury;2/121 Darebin Rd;2;u;605000.0;6.5;3071.0;2.0;1.0;1.0;133.0;Northern Metropolitan
Thornbury;2/104 Keon St;2;u;450000.0;6.5;3071.0;2.0;1.0;1.0;335.0;Northern Metropolitan
Thornbury;279 Mansfield St;2;h;900000.0;6.5;3071.0;2.0;1.0;1.0;497.0;Northern Metropolitan
Thornbury;51 Martin St;3;h;1620000.0;6.5;3071.0;3.0;2.0;2.0;477.0;Northern Metropolitan
Thornbury;7/67 Pender St;2;u;438000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;138 Raleigh St;2;h;1143000.0;6.5;3071.0;2.0;1.0;2.0;431.0;Northern Metropolitan
Thornbury;43 Ballantyne St;2;h;925000.0;6.5;3071.0;2.0;1.0;1.0;258.0;Northern Metropolitan
Thornbury;50b Clyde St;3;h;1250000.0;6.5;3071.0;3.0;2.0;3.0;297.0;Northern Metropolitan
Thornbury;56a Leinster Gr;3;t;1070000.0;6.5;3071.0;3.0;2.0;2.0;158.0;Northern Metropolitan
Thornbury;4/77 Pender St;2;u;371000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;109 Rossmoyne St;3;h;1570000.0;6.5;3071.0;4.0;2.0;1.0;377.0;Northern Metropolitan
Thornbury;4/85 St David St;2;u;486000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;85A Clyde St;3;t;1100000.0;6.5;3071.0;3.0;2.0;2.0;7330.0;Northern Metropolitan
Thornbury;29 Collins St;2;h;1211000.0;6.5;3071.0;2.0;1.0;0.0;302.0;Northern Metropolitan
Thornbury;7/9 Hammond St;2;u;466000.0;6.5;3071.0;2.0;1.0;1.0;909.0;Northern Metropolitan
Thornbury;45A Harold St;3;h;1280000.0;6.5;3071.0;3.0;1.0;1.0;253.0;Northern Metropolitan
Thornbury;42 Mansfield St;4;h;1478000.0;6.5;3071.0;4.0;2.0;0.0;387.0;Northern Metropolitan
Thornbury;172 Rossmoyne St;3;h;1280000.0;6.5;3071.0;3.0;2.0;2.0;349.0;Northern Metropolitan
Thornbury;39 Smith St;3;h;1913000.0;6.5;3071.0;3.0;2.0;2.0;611.0;Northern Metropolitan
Thornbury;11 Martin St;3;h;1272000.0;6.5;3071.0;3.0;1.0;0.0;297.0;Northern Metropolitan
Thornbury;6 Martin St;2;h;972000.0;6.5;3071.0;2.0;1.0;0.0;229.0;Northern Metropolitan
Thornbury;337 Rossmoyne St;4;h;928500.0;6.5;3071.0;4.0;2.0;2.0;538.0;Northern Metropolitan
Thornbury;5/82 Gooch St;2;u;432500.0;6.5;3071.0;2.0;1.0;1.0;748.0;Northern Metropolitan
Thornbury;2/54 Pender St;1;u;330000.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;172 Rossmoyne St;3;h;1200000.0;6.5;3071.0;3.0;2.0;2.0;349.0;Northern Metropolitan
Thornbury;67/337 Station St;2;u;510000.0;6.5;3071.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;129 Clarendon St;3;h;1370000.0;6.5;3071.0;3.0;2.0;3.0;417.0;Northern Metropolitan
Thornbury;8/77 Pender St;1;u;303500.0;6.5;3071.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Thornbury;386 Station St;3;h;1160000.0;6.5;3071.0;3.0;2.0;2.0;644.0;Northern Metropolitan
Thornbury;5/67 Flinders St;2;u;601000.0;6.5;3071.0;2.0;1.0;1.0;82.0;Northern Metropolitan
Thornbury;46 Rennie St;3;h;1430000.0;6.5;3071.0;3.0;2.0;2.0;365.0;Northern Metropolitan
Thornbury;126 Smith St;3;h;1380000.0;6.5;3071.0;3.0;2.0;1.0;359.0;Northern Metropolitan
Thornbury;31 Newman St;3;h;1200000.0;6.5;3071.0;3.0;2.0;1.0;332.0;Northern Metropolitan
Toorak;1/3 Glover Ct;3;h;1435000.0;4.6;3142.0;3.0;1.0;0.0;889.0;Southern Metropolitan
Toorak;10 Myoora Rd;4;h;5500000.0;4.6;3142.0;4.0;3.0;2.0;691.0;Southern Metropolitan
Toorak;16/3 Tahara Rd;1;u;546000.0;4.6;3142.0;1.0;1.0;1.0;1677.0;Southern Metropolitan
Toorak;232 Williams Rd;3;h;1635000.0;4.6;3142.0;3.0;1.0;2.0;386.0;Southern Metropolitan
Toorak;2/635 Malvern Rd;2;u;876000.0;4.6;3142.0;2.0;1.0;1.0;649.0;Southern Metropolitan
Toorak;7/765 Malvern Rd;2;u;620000.0;4.6;3142.0;2.0;1.0;1.0;1119.0;Southern Metropolitan
Toorak;684 Orrong Rd;4;h;5500000.0;4.6;3142.0;4.0;4.0;5.0;877.0;Southern Metropolitan
Toorak;13 Ruabon Rd;2;h;1300000.0;4.6;3142.0;2.0;1.0;0.0;338.0;Southern Metropolitan
Toorak;16 Tashinny Rd;3;h;1689000.0;4.6;3142.0;3.0;1.0;0.0;222.0;Southern Metropolitan
Toorak;34/530 Toorak Rd;2;u;517500.0;4.6;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;4/568 Toorak Rd;3;u;1100000.0;4.6;3142.0;3.0;2.0;1.0;0.0;Southern Metropolitan
Toorak;2/29 May Rd;1;u;430000.0;4.6;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;7/3 Tahara Rd;2;u;701500.0;4.6;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;4/8 Bruce St;2;u;925000.0;4.6;3142.0;2.0;2.0;2.0;0.0;Southern Metropolitan
Toorak;10/1 Ruabon Rd;2;u;450000.0;4.6;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;1/21 Bruce St;1;u;349000.0;4.6;3142.0;1.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;1/53 Grange Rd;2;u;838000.0;4.6;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;27/789 Malvern Rd;2;u;380000.0;4.6;3142.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;8/2 Douglas St;1;u;462800.0;4.6;3142.0;1.0;1.0;1.0;0.0;Southern Metropolitan
Toorak;2/703 Orrong Rd;2;u;1450000.0;4.6;3142.0;2.0;2.0;2.0;0.0;Southern Metropolitan
Toorak;5 Berenice Tce;4;h;4000000.0;4.6;3142.0;3.0;2.0;2.0;632.0;Southern Metropolitan
